UPN,Detected,Pile_Height,Top_X,Top_Y,Top_Z,Bot_X,Bot_Y,Bot_Z,Lean_East_Deg,Lean_North_Deg,Tracker_Slope_Pct,Elv_Dz_Deg,Abs_Elv_Dz,Bot_X_1ft,Bot_Y_1ft,Bot_Z_1ft
39618.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39617.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45271.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27000.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27013.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26999.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26997.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26996.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26995.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26994.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26993.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47596.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26992.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26991.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26990.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26989.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26988.0,True,4.131570710000005,2260915.2393605,365953.8006365,899.15134871,2260915.25937,365953.79721,895.019778,-0.27748549299110437,0.047517992084408434,1.2390375432603038,0.0,0.0,2260915.25937,365953.79721,895.019778
26987.0,True,3.860984500000086,2260915.287815,365927.2200325,898.8220045,2260915.270878,365927.22637000005,894.96102,0.25133806635743383,-0.09404639672814596,3.008050531165308,0.0,0.0,2260915.270878,365927.22637000005,894.96102
26986.0,True,3.877155050000056,2260915.27593,365900.6164445,898.02175505,2260915.2940975,365900.63735,894.1446,-0.2684735167841268,-0.30893407527702266,3.5907869744811896,0.0,0.0,2260915.2940975,365900.63735,894.1446
26985.0,True,4.472930850000012,2260915.3106124997,365874.22135650006,897.07396285,2260915.2657500003,365874.16020499996,892.601032,0.5746446293959195,0.7832682229864645,4.900043153992305,0.0,0.0,2260915.2657500003,365874.16020499996,892.601032
45272.0,True,4.757579719999967,2260915.3203,365847.397,895.75955772,2260915.3048205,365847.452867,891.001978,0.18641976342217959,-0.6727782586137323,7.79642168438785,0.0,0.0,2260915.3048205,365847.452867,891.001978
43659.0,True,4.1317474300000185,2260915.2100585,365797.55863900005,891.8739394300001,2260915.184256,365797.52628600004,887.742192,0.35780384994397707,0.44863644316599505,3.459544235817401,0.0,0.0,2260915.184256,365797.52628600004,887.742192
13062.0,True,4.239141600000039,2260915.169282,365770.962166,890.9538216000001,2260915.1694905,365770.95029149996,886.71468,-0.002818061310179587,0.16049403860729683,2.512872680526951,0.0,0.0,2260915.1694905,365770.95029149996,886.71468
13061.0,True,5.108698030000141,2260915.1954495003,365744.36526550003,890.28547503,2260915.18331,365744.339818,885.1767769999999,0.13614835110504941,0.2853999756441965,1.2134387768722663,0.0,0.0,2260915.18331,365744.339818,885.1767769999999
13060.0,True,6.002815070000111,2260915.204692,365717.758242,889.9626150700001,2260915.1642145,365717.746003,883.9598,0.3863445281788529,0.11681887011052083,0.41869424773923025,0.0,0.0,2260915.1642145,365717.746003,883.9598
13059.0,True,6.0594002199999295,2260915.1498025004,365691.072035,889.8508812199999,2260915.1632789997,365691.1523815,883.791481,-0.12742932213849656,-0.7596866699703639,0.0,0.0,0.0,2260915.1632789997,365691.1523815,883.791481
13058.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13057.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13056.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13055.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46523.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13022.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
