UPN,Bot_Y,Bot_X,Bot_Z
22356,0,0,0
25197,0,0,0
29662,0,0,0
22342,0,0,0
25196,0,0,0
29661,0,0,0
22370,365953.777892,2261110.256019,894.702988
25195,0,0,0
47789,0,0,0
22369,365927.1541305,2261110.2715725,894.381712
25194,0,0,0
29660,0,0,0
22368,365900.59345,2261110.25913,894.6799
25193,0,0,0
29659,0,0,0
40982,365874.013318,2261110.216634,895.167752
25192,0,0,0
29658,0,0,0
40981,365847.416631,2261110.223518,894.779982
29657,0,0,0
2233,0,0,0
29941,365953.8080395,2261402.855701,899.0965
25191,0,0,0
2232,0,0,0
30006,365927.200776,2261402.7999705,899.08609
41360,0,0,0
2231,0,0,0
30450,365900.597526,2261402.82132,898.928082
41377,0,0,0
2230,0,0,0
30007,365874.108166,2261402.794898,898.855542
41361,365797.514345,2261168.73196,893.025905
2229,0,0,0
44894,365847.450982,2261402.797367,899.099656
41376,365770.925341,2261168.721593,892.41028
2228,0,0,0
43668,365797.55333,2261402.8558,897.432938
25190,365744.333128,2261168.7262,891.876332
2227,0,0,0
13150,365770.9386875,2261402.8451525,896.761651
13180,365744.350819,2261402.850915,896.18133
2226,0,0,0
13149,365717.793897,2261402.8154755,895.76777
25189,365717.748143,2261168.719958,890.926
2225,0,0,0
13116,365691.2282815,2261402.8540815,895.37508
25188,365691.151924,2261168.716302,890.070535
5883,0,0,0
13114,0,0,0
25187,0,0,0
2224,0,0,0
13113,0,0,0
25186,0,0,0
2201,0,0,0
13112,0,0,0
25185,0,0,0
2200,0,0,0
13111,0,0,0
25184,0,0,0
2199,0,0,0
46532,0,0,0
2177,365953.7361395,2261246.7505725,898.561
13110,0,0,0
2175,365927.182137,2261246.715514,898.141388
47457,0,0,0
13109,0,0,0
2174,365900.59611,2261246.701372,897.793899
25183,0,0,0
13108,0,0,0
2173,365874.001612,2261246.7545265,897.550602
25182,0,0,0
13107,0,0,0
2172,365847.5008935,2261246.795659,896.5922
25181,0,0,0
13106,0,0,0
25180,0,0,0
13105,0,0,0
25179,0,0,0
13104,0,0,0
39637,0,0,0
39636,0,0,0
25178,0,0,0
44881,0,0,0
25177,0,0,0
30336,0,0,0
41375,0,0,0
30335,0,0,0
41374,0,0,0
30334,0,0,0
41101,365797.51557,2261188.26352,893.341158
30333,0,0,0
41099,365770.938403,2261188.246305,892.407811
30332,0,0,0
30331,0,0,0
21905,365744.3790155,2261188.274594,891.761084
30330,0,0,0
21904,365717.8042525,2261188.284643,890.817485
30329,0,0,0
21903,365691.1915895,2261188.2678915,890.082284
47791,0,0,0
21902,0,0,0
30328,0,0,0
21901,0,0,0
30327,0,0,0
21900,0,0,0
30326,0,0,0
21899,0,0,0
30325,0,0,0
47200,0,0,0
30338,365953.8055975,2261422.2028,899.066336
21898,0,0,0
30355,365927.165732,2261422.224512,898.89762
21897,0,0,0
30370,365900.592936,2261422.225628,898.952461
21958,0,0,0
30356,365874.023834,2261422.206422,899.107856
21991,0,0,0
44897,365847.397836,2261422.201966,898.9652
22085,0,0,0
43669,365797.475829,2261422.1419815,897.802594
21992,0,0,0
13103,365770.949177,2261422.2095925,897.03593
22083,0,0,0
13102,365744.3271805,2261422.2077305,896.346494
41098,0,0,0
13115,365717.731245,2261422.2109175,895.718622
41097,0,0,0
13101,365691.13195,2261422.217654,895.16586
41104,365797.475292,2261207.7355615,893.466594
13099,0,0,0
41103,365770.8764595,2261207.839362,892.186148
13098,0,0,0
21919,365744.335096,2261207.84543,891.531577
13097,0,0,0
21918,365717.7579655,2261207.8664915,890.70353
13096,0,0,0
21917,365691.207062,2261207.76429,890.021424
46533,0,0,0
21916,0,0,0
13095,0,0,0
21915,0,0,0
13094,0,0,0
21914,0,0,0
13093,0,0,0
21913,0,0,0
13092,0,0,0
47199,0,0,0
13091,0,0,0
21912,0,0,0
13090,0,0,0
21925,0,0,0
13089,0,0,0
21911,0,0,0
39635,0,0,0
21909,0,0,0
39634,0,0,0
21908,0,0,0
44863,0,0,0
21907,0,0,0
30368,0,0,0
30367,0,0,0
30366,0,0,0
30365,0,0,0
30364,0,0,0
30363,0,0,0
30362,0,0,0
30361,0,0,0
47793,0,0,0
30360,0,0,0
30359,0,0,0
30358,0,0,0
30357,0,0,0
30324,365953.793486,2261441.770346,898.937808
30323,365927.19121,2261441.766,898.785022
30322,365900.622508,2261441.7099285,898.80048
400230,0,0,0
400231,0,0,0
400232,0,0,0
400233,0,0,0
400234,365947.3627405,2261169.733326,896.539284
400235,0,0,0
400236,365947.271505,2261167.6667375,896.620616
400237,0,0,0
400238,365810.185515,2261226.2632215,894.2742
400239,0,0,0
400240,365810.170173,2261206.7070195,894.243235
400241,0,0,0
600231,365959.825055,2261166.745415,897.060212
600232,365948.562532,2261166.775323,896.769852
600233,365954.3490965,2261166.8441675,896.930494
600234,365954.272532,2261170.702852,896.8397
600235,365948.3963,2261170.66873,896.605076
600236,365959.98133,2261170.69863,897.0736
600237,365808.914378,2261205.809108,894.301768
600238,365804.357951,2261205.810338,893.870114
600239,365809.060544,2261207.710457,894.387453
600240,365804.382277,2261207.582448,893.818994
600241,365808.9414425,2261225.29768,894.2265
600242,365804.4047985,2261225.2789595,893.813061
600243,365809.0366485,2261227.1717485,894.33342
600244,365804.3594345,2261227.2189375,893.933274
